Verb,Tense,Person,Covered,Form Key
adierazi,future,ni,YES,adierazi-future-ni
adierazi,future,zu,YES,adierazi-future-zu
adierazi,future,hura,YES,adierazi-future-hura
adierazi,future,gu,YES,adierazi-future-gu
adierazi,future,zuek,YES,adierazi-future-zuek
adierazi,future,haiek,YES,adierazi-future-haiek
adierazi,past,ni,YES,adierazi-past-ni
adierazi,past,zu,YES,adierazi-past-zu
adierazi,past,hura,YES,adierazi-past-hura
adierazi,past,gu,YES,adierazi-past-gu
adierazi,past,zuek,YES,adierazi-past-zuek
adierazi,past,haiek,YES,adierazi-past-haiek
adierazi,present,ni,YES,adierazi-present-ni
adierazi,present,zu,YES,adierazi-present-zu
adierazi,present,hura,YES,adierazi-present-hura
adierazi,present,gu,YES,adierazi-present-gu
adierazi,present,zuek,YES,adierazi-present-zuek
adierazi,present,haiek,YES,adierazi-present-haiek
ados-egon,future,ni,YES,ados-egon-future-ni
ados-egon,future,zu,YES,ados-egon-future-zu
ados-egon,future,hura,YES,ados-egon-future-hura
ados-egon,future,gu,YES,ados-egon-future-gu
ados-egon,future,zuek,YES,ados-egon-future-zuek
ados-egon,future,haiek,YES,ados-egon-future-haiek
ados-egon,past,ni,YES,ados-egon-past-ni
ados-egon,past,hi,NO,ados-egon-past-hi
ados-egon,past,zu,YES,ados-egon-past-zu
ados-egon,past,hura,YES,ados-egon-past-hura
ados-egon,past,gu,YES,ados-egon-past-gu
ados-egon,past,zuek,YES,ados-egon-past-zuek
ados-egon,past,haiek,YES,ados-egon-past-haiek
ados-egon,present,ni,YES,ados-egon-present-ni
ados-egon,present,hi,NO,ados-egon-present-hi
ados-egon,present,zu,YES,ados-egon-present-zu
ados-egon,present,hura,YES,ados-egon-present-hura
ados-egon,present,gu,YES,ados-egon-present-gu
ados-egon,present,zuek,YES,ados-egon-present-zuek
ados-egon,present,haiek,YES,ados-egon-present-haiek
ahal-izan,present,ni,YES,ahal-izan-present-ni
ahal-izan,present,zu,YES,ahal-izan-present-zu
ahal-izan,present,hura,YES,ahal-izan-present-hura
ahal-izan,present,gu,YES,ahal-izan-present-gu
ahal-izan,present,zuek,YES,ahal-izan-present-zuek
ahal-izan,present,haiek,YES,ahal-izan-present-haiek
ahal-ukan,present,ni,YES,ahal-ukan-present-ni
ahal-ukan,present,zu,YES,ahal-ukan-present-zu
ahal-ukan,present,hura,YES,ahal-ukan-present-hura
ahal-ukan,present,gu,YES,ahal-ukan-present-gu
ahal-ukan,present,zuek,YES,ahal-ukan-present-zuek
ahal-ukan,present,haiek,YES,ahal-ukan-present-haiek
ahaleginak-egin,future,ni,YES,ahaleginak-egin-future-ni
ahaleginak-egin,future,zu,YES,ahaleginak-egin-future-zu
ahaleginak-egin,future,hura,YES,ahaleginak-egin-future-hura
ahaleginak-egin,future,gu,YES,ahaleginak-egin-future-gu
ahaleginak-egin,future,zuek,YES,ahaleginak-egin-future-zuek
ahaleginak-egin,future,haiek,YES,ahaleginak-egin-future-haiek
ahaleginak-egin,past,ni,YES,ahaleginak-egin-past-ni
ahaleginak-egin,past,zu,YES,ahaleginak-egin-past-zu
ahaleginak-egin,past,hura,YES,ahaleginak-egin-past-hura
ahaleginak-egin,past,gu,YES,ahaleginak-egin-past-gu
ahaleginak-egin,past,zuek,YES,ahaleginak-egin-past-zuek
ahaleginak-egin,past,haiek,YES,ahaleginak-egin-past-haiek
ahaleginak-egin,present,ni,YES,ahaleginak-egin-present-ni
ahaleginak-egin,present,zu,YES,ahaleginak-egin-present-zu
ahaleginak-egin,present,hura,YES,ahaleginak-egin-present-hura
ahaleginak-egin,present,gu,YES,ahaleginak-egin-present-gu
ahaleginak-egin,present,zuek,YES,ahaleginak-egin-present-zuek
ahaleginak-egin,present,haiek,YES,ahaleginak-egin-present-haiek
ahaztu,baldintzaByNor,ni,YES,ahaztu-baldintzaByNor-ni
ahaztu,baldintzaByNor,zu,YES,ahaztu-baldintzaByNor-zu
ahaztu,baldintzaByNor,hura,NO,ahaztu-baldintzaByNor-hura
ahaztu,baldintzaByNor,gu,YES,ahaztu-baldintzaByNor-gu
ahaztu,baldintzaByNor,zuek,YES,ahaztu-baldintzaByNor-zuek
ahaztu,baldintzaByNor,haiek,NO,ahaztu-baldintzaByNor-haiek
ahaztu,conditionalByNor,ni,YES,ahaztu-conditionalByNor-ni
ahaztu,conditionalByNor,zu,YES,ahaztu-conditionalByNor-zu
ahaztu,conditionalByNor,hura,NO,ahaztu-conditionalByNor-hura
ahaztu,conditionalByNor,gu,YES,ahaztu-conditionalByNor-gu
ahaztu,conditionalByNor,zuek,YES,ahaztu-conditionalByNor-zuek
ahaztu,conditionalByNor,haiek,NO,ahaztu-conditionalByNor-haiek
ahaztu,conditionalPastByNor,ni,YES,ahaztu-conditionalPastByNor-ni
ahaztu,conditionalPastByNor,zu,YES,ahaztu-conditionalPastByNor-zu
ahaztu,conditionalPastByNor,hura,NO,ahaztu-conditionalPastByNor-hura
ahaztu,conditionalPastByNor,gu,YES,ahaztu-conditionalPastByNor-gu
ahaztu,conditionalPastByNor,zuek,YES,ahaztu-conditionalPastByNor-zuek
ahaztu,conditionalPastByNor,haiek,NO,ahaztu-conditionalPastByNor-haiek
ahaztu,futurePlural,ni,NO,ahaztu-futurePlural-ni
ahaztu,futurePlural,zu,NO,ahaztu-futurePlural-zu
ahaztu,futurePlural,hura,NO,ahaztu-futurePlural-hura
ahaztu,futurePlural,gu,NO,ahaztu-futurePlural-gu
ahaztu,futurePlural,zuek,NO,ahaztu-futurePlural-zuek
ahaztu,futurePlural,haiek,NO,ahaztu-futurePlural-haiek
ahaztu,imperativeByNor,ni,NO,ahaztu-imperativeByNor-ni
ahaztu,imperativeByNor,zu,YES,ahaztu-imperativeByNor-zu
ahaztu,imperativeByNor,hura,YES,ahaztu-imperativeByNor-hura
ahaztu,imperativeByNor,gu,NO,ahaztu-imperativeByNor-gu
ahaztu,imperativeByNor,zuek,YES,ahaztu-imperativeByNor-zuek
ahaztu,imperativeByNor,haiek,YES,ahaztu-imperativeByNor-haiek
ahaztu,pastPlural,ni,NO,ahaztu-pastPlural-ni
ahaztu,pastPlural,zu,NO,ahaztu-pastPlural-zu
ahaztu,pastPlural,hura,NO,ahaztu-pastPlural-hura
ahaztu,pastPlural,gu,NO,ahaztu-pastPlural-gu
ahaztu,pastPlural,zuek,NO,ahaztu-pastPlural-zuek
ahaztu,pastPlural,haiek,NO,ahaztu-pastPlural-haiek
ahaztu,potentialAlegiazkoaByNor,ni,YES,ahaztu-potentialAlegiazkoaByNor-ni
ahaztu,potentialAlegiazkoaByNor,zu,YES,ahaztu-potentialAlegiazkoaByNor-zu
ahaztu,potentialAlegiazkoaByNor,hura,NO,ahaztu-potentialAlegiazkoaByNor-hura
ahaztu,potentialAlegiazkoaByNor,gu,YES,ahaztu-potentialAlegiazkoaByNor-gu
ahaztu,potentialAlegiazkoaByNor,zuek,YES,ahaztu-potentialAlegiazkoaByNor-zuek
ahaztu,potentialAlegiazkoaByNor,haiek,NO,ahaztu-potentialAlegiazkoaByNor-haiek
ahaztu,potentialByNor,ni,YES,ahaztu-potentialByNor-ni
ahaztu,potentialByNor,zu,YES,ahaztu-potentialByNor-zu
ahaztu,potentialByNor,hura,NO,ahaztu-potentialByNor-hura
ahaztu,potentialByNor,gu,YES,ahaztu-potentialByNor-gu
ahaztu,potentialByNor,zuek,YES,ahaztu-potentialByNor-zuek
ahaztu,potentialByNor,haiek,NO,ahaztu-potentialByNor-haiek
ahaztu,potentialLehenaldiaByNor,ni,YES,ahaztu-potentialLehenaldiaByNor-ni
ahaztu,potentialLehenaldiaByNor,zu,YES,ahaztu-potentialLehenaldiaByNor-zu
ahaztu,potentialLehenaldiaByNor,hura,NO,ahaztu-potentialLehenaldiaByNor-hura
ahaztu,potentialLehenaldiaByNor,gu,YES,ahaztu-potentialLehenaldiaByNor-gu
ahaztu,potentialLehenaldiaByNor,zuek,YES,ahaztu-potentialLehenaldiaByNor-zuek
ahaztu,potentialLehenaldiaByNor,haiek,NO,ahaztu-potentialLehenaldiaByNor-haiek
ahaztu,presentPlural,ni,YES,ahaztu-presentPlural-ni
ahaztu,presentPlural,zu,YES,ahaztu-presentPlural-zu
ahaztu,presentPlural,hura,YES,ahaztu-presentPlural-hura
ahaztu,presentPlural,gu,YES,ahaztu-presentPlural-gu
ahaztu,presentPlural,zuek,YES,ahaztu-presentPlural-zuek
ahaztu,presentPlural,haiek,YES,ahaztu-presentPlural-haiek
ahaztu,subjunctivePresent,ni,YES,ahaztu-subjunctivePresent-ni
ahaztu,subjunctivePresent,zu,YES,ahaztu-subjunctivePresent-zu
ahaztu,subjunctivePresent,hura,YES,ahaztu-subjunctivePresent-hura
ahaztu,subjunctivePresent,gu,YES,ahaztu-subjunctivePresent-gu
ahaztu,subjunctivePresent,zuek,YES,ahaztu-subjunctivePresent-zuek
ahaztu,subjunctivePresent,haiek,YES,ahaztu-subjunctivePresent-haiek
aldarrikatu,future,ni,YES,aldarrikatu-future-ni
aldarrikatu,future,zu,YES,aldarrikatu-future-zu
aldarrikatu,future,hura,YES,aldarrikatu-future-hura
aldarrikatu,future,gu,YES,aldarrikatu-future-gu
aldarrikatu,future,zuek,YES,aldarrikatu-future-zuek
aldarrikatu,future,haiek,YES,aldarrikatu-future-haiek
aldarrikatu,past,ni,YES,aldarrikatu-past-ni
aldarrikatu,past,zu,YES,aldarrikatu-past-zu
aldarrikatu,past,hura,YES,aldarrikatu-past-hura
aldarrikatu,past,gu,YES,aldarrikatu-past-gu
aldarrikatu,past,zuek,YES,aldarrikatu-past-zuek
aldarrikatu,past,haiek,YES,aldarrikatu-past-haiek
aldarrikatu,present,ni,YES,aldarrikatu-present-ni
aldarrikatu,present,zu,YES,aldarrikatu-present-zu
aldarrikatu,present,hura,YES,aldarrikatu-present-hura
aldarrikatu,present,gu,YES,aldarrikatu-present-gu
aldarrikatu,present,zuek,YES,aldarrikatu-present-zuek
aldarrikatu,present,haiek,YES,aldarrikatu-present-haiek
amaitu,future,ni,YES,amaitu-future-ni
amaitu,future,zu,YES,amaitu-future-zu
amaitu,future,hura,YES,amaitu-future-hura
amaitu,future,gu,YES,amaitu-future-gu
amaitu,future,zuek,YES,amaitu-future-zuek
amaitu,future,haiek,YES,amaitu-future-haiek
amaitu,past,ni,YES,amaitu-past-ni
amaitu,past,zu,YES,amaitu-past-zu
amaitu,past,hura,YES,amaitu-past-hura
amaitu,past,gu,YES,amaitu-past-gu
amaitu,past,zuek,YES,amaitu-past-zuek
amaitu,past,haiek,YES,amaitu-past-haiek
amaitu,present,ni,YES,amaitu-present-ni
amaitu,present,zu,YES,amaitu-present-zu
amaitu,present,hura,YES,amaitu-present-hura
amaitu,present,gu,YES,amaitu-present-gu
amaitu,present,zuek,YES,amaitu-present-zuek
amaitu,present,haiek,YES,amaitu-present-haiek
antzeman,future,ni,YES,antzeman-future-ni
antzeman,future,zu,YES,antzeman-future-zu
antzeman,future,hura,YES,antzeman-future-hura
antzeman,future,gu,YES,antzeman-future-gu
antzeman,future,zuek,YES,antzeman-future-zuek
antzeman,future,haiek,YES,antzeman-future-haiek
antzeman,past,ni,YES,antzeman-past-ni
antzeman,past,zu,YES,antzeman-past-zu
antzeman,past,hura,YES,antzeman-past-hura
antzeman,past,gu,YES,antzeman-past-gu
antzeman,past,zuek,YES,antzeman-past-zuek
antzeman,past,haiek,YES,antzeman-past-haiek
antzeman,present,ni,YES,antzeman-present-ni
antzeman,present,zu,YES,antzeman-present-zu
antzeman,present,hura,YES,antzeman-present-hura
antzeman,present,gu,YES,antzeman-present-gu
antzeman,present,zuek,YES,antzeman-present-zuek
antzeman,present,haiek,YES,antzeman-present-haiek
argudiatu,future,ni,YES,argudiatu-future-ni
argudiatu,future,zu,YES,argudiatu-future-zu
argudiatu,future,hura,YES,argudiatu-future-hura
argudiatu,future,gu,YES,argudiatu-future-gu
argudiatu,future,zuek,YES,argudiatu-future-zuek
argudiatu,future,haiek,YES,argudiatu-future-haiek
argudiatu,past,ni,YES,argudiatu-past-ni
argudiatu,past,zu,YES,argudiatu-past-zu
argudiatu,past,hura,YES,argudiatu-past-hura
argudiatu,past,gu,YES,argudiatu-past-gu
argudiatu,past,zuek,YES,argudiatu-past-zuek
argudiatu,past,haiek,YES,argudiatu-past-haiek
argudiatu,present,ni,YES,argudiatu-present-ni
argudiatu,present,zu,YES,argudiatu-present-zu
argudiatu,present,hura,YES,argudiatu-present-hura
argudiatu,present,gu,YES,argudiatu-present-gu
argudiatu,present,zuek,YES,argudiatu-present-zuek
argudiatu,present,haiek,YES,argudiatu-present-haiek
ari,present,ni,YES,ari-present-ni
ari,present,zu,YES,ari-present-zu
ari,present,hura,YES,ari-present-hura
arreta-eman,future,ni,YES,arreta-eman-future-ni
arreta-eman,future,zu,YES,arreta-eman-future-zu
arreta-eman,future,hura,YES,arreta-eman-future-hura
arreta-eman,future,gu,YES,arreta-eman-future-gu
arreta-eman,future,zuek,YES,arreta-eman-future-zuek
arreta-eman,future,haiek,YES,arreta-eman-future-haiek
arreta-eman,past,ni,YES,arreta-eman-past-ni
arreta-eman,past,zu,YES,arreta-eman-past-zu
arreta-eman,past,hura,YES,arreta-eman-past-hura
arreta-eman,past,gu,YES,arreta-eman-past-gu
arreta-eman,past,zuek,YES,arreta-eman-past-zuek
arreta-eman,past,haiek,YES,arreta-eman-past-haiek
arreta-eman,present,ni,YES,arreta-eman-present-ni
arreta-eman,present,zu,YES,arreta-eman-present-zu
arreta-eman,present,hura,YES,arreta-eman-present-hura
arreta-eman,present,gu,YES,arreta-eman-present-gu
arreta-eman,present,zuek,YES,arreta-eman-present-zuek
arreta-eman,present,haiek,YES,arreta-eman-present-haiek
arriskuan-jarri,future,ni,YES,arriskuan-jarri-future-ni
arriskuan-jarri,future,zu,YES,arriskuan-jarri-future-zu
arriskuan-jarri,future,hura,YES,arriskuan-jarri-future-hura
arriskuan-jarri,future,gu,YES,arriskuan-jarri-future-gu
arriskuan-jarri,future,zuek,YES,arriskuan-jarri-future-zuek
arriskuan-jarri,future,haiek,YES,arriskuan-jarri-future-haiek
arriskuan-jarri,past,ni,YES,arriskuan-jarri-past-ni
arriskuan-jarri,past,zu,YES,arriskuan-jarri-past-zu
arriskuan-jarri,past,hura,YES,arriskuan-jarri-past-hura
arriskuan-jarri,past,gu,YES,arriskuan-jarri-past-gu
arriskuan-jarri,past,zuek,YES,arriskuan-jarri-past-zuek
arriskuan-jarri,past,haiek,YES,arriskuan-jarri-past-haiek
arriskuan-jarri,present,ni,YES,arriskuan-jarri-present-ni
arriskuan-jarri,present,zu,YES,arriskuan-jarri-present-zu
arriskuan-jarri,present,hura,YES,arriskuan-jarri-present-hura
arriskuan-jarri,present,gu,YES,arriskuan-jarri-present-gu
arriskuan-jarri,present,zuek,YES,arriskuan-jarri-present-zuek
arriskuan-jarri,present,haiek,YES,arriskuan-jarri-present-haiek
atera,future,ni,YES,atera-future-ni
atera,future,zu,YES,atera-future-zu
atera,future,hura,YES,atera-future-hura
atera,future,gu,YES,atera-future-gu
atera,future,zuek,YES,atera-future-zuek
atera,future,haiek,YES,atera-future-haiek
atera,past,ni,YES,atera-past-ni
atera,past,zu,YES,atera-past-zu
atera,past,hura,YES,atera-past-hura
atera,past,gu,YES,atera-past-gu
atera,past,zuek,YES,atera-past-zuek
atera,past,haiek,YES,atera-past-haiek
atera,present,ni,YES,atera-present-ni
atera,present,zu,YES,atera-present-zu
atera,present,hura,YES,atera-present-hura
atera,present,gu,YES,atera-present-gu
atera,present,zuek,YES,atera-present-zuek
atera,present,haiek,YES,atera-present-haiek
aurkitu,future,ni,YES,aurkitu-future-ni
aurkitu,future,zu,YES,aurkitu-future-zu
aurkitu,future,hura,YES,aurkitu-future-hura
aurkitu,future,gu,YES,aurkitu-future-gu
aurkitu,future,zuek,YES,aurkitu-future-zuek
aurkitu,future,haiek,YES,aurkitu-future-haiek
aurkitu,past,ni,YES,aurkitu-past-ni
aurkitu,past,zu,YES,aurkitu-past-zu
aurkitu,past,hura,YES,aurkitu-past-hura
aurkitu,past,gu,YES,aurkitu-past-gu
aurkitu,past,zuek,YES,aurkitu-past-zuek
aurkitu,past,haiek,YES,aurkitu-past-haiek
aurkitu,present,ni,YES,aurkitu-present-ni
aurkitu,present,zu,YES,aurkitu-present-zu
aurkitu,present,hura,YES,aurkitu-present-hura
aurkitu,present,gu,YES,aurkitu-present-gu
aurkitu,present,zuek,YES,aurkitu-present-zuek
aurkitu,present,haiek,YES,aurkitu-present-haiek
aurre-egin,future,ni,YES,aurre-egin-future-ni
aurre-egin,future,zu,YES,aurre-egin-future-zu
aurre-egin,future,hura,YES,aurre-egin-future-hura
aurre-egin,future,gu,YES,aurre-egin-future-gu
aurre-egin,future,zuek,YES,aurre-egin-future-zuek
aurre-egin,future,haiek,YES,aurre-egin-future-haiek
aurre-egin,past,ni,YES,aurre-egin-past-ni
aurre-egin,past,zu,YES,aurre-egin-past-zu
aurre-egin,past,hura,YES,aurre-egin-past-hura
aurre-egin,past,gu,YES,aurre-egin-past-gu
aurre-egin,past,zuek,YES,aurre-egin-past-zuek
aurre-egin,past,haiek,YES,aurre-egin-past-haiek
aurre-egin,present,ni,YES,aurre-egin-present-ni
aurre-egin,present,zu,YES,aurre-egin-present-zu
aurre-egin,present,hura,YES,aurre-egin-present-hura
aurre-egin,present,gu,YES,aurre-egin-present-gu
aurre-egin,present,zuek,YES,aurre-egin-present-zuek
aurre-egin,present,haiek,YES,aurre-egin-present-haiek
aztertu,future,ni,YES,aztertu-future-ni
aztertu,future,zu,YES,aztertu-future-zu
aztertu,future,hura,YES,aztertu-future-hura
aztertu,future,gu,YES,aztertu-future-gu
aztertu,future,zuek,YES,aztertu-future-zuek
aztertu,future,haiek,YES,aztertu-future-haiek
aztertu,past,ni,YES,aztertu-past-ni
aztertu,past,zu,YES,aztertu-past-zu
aztertu,past,hura,YES,aztertu-past-hura
aztertu,past,gu,YES,aztertu-past-gu
aztertu,past,zuek,YES,aztertu-past-zuek
aztertu,past,haiek,YES,aztertu-past-haiek
aztertu,present,ni,YES,aztertu-present-ni
aztertu,present,zu,YES,aztertu-present-zu
aztertu,present,hura,YES,aztertu-present-hura
aztertu,present,gu,YES,aztertu-present-gu
aztertu,present,zuek,YES,aztertu-present-zuek
aztertu,present,haiek,YES,aztertu-present-haiek
babestu,future,ni,YES,babestu-future-ni
babestu,future,zu,YES,babestu-future-zu
babestu,future,hura,YES,babestu-future-hura
babestu,future,gu,YES,babestu-future-gu
babestu,future,zuek,YES,babestu-future-zuek
babestu,future,haiek,YES,babestu-future-haiek
babestu,past,ni,YES,babestu-past-ni
babestu,past,zu,YES,babestu-past-zu
babestu,past,hura,YES,babestu-past-hura
babestu,past,gu,YES,babestu-past-gu
babestu,past,zuek,YES,babestu-past-zuek
babestu,past,haiek,YES,babestu-past-haiek
babestu,present,ni,YES,babestu-present-ni
babestu,present,zu,YES,babestu-present-zu
babestu,present,hura,YES,babestu-present-hura
babestu,present,gu,YES,babestu-present-gu
babestu,present,zuek,YES,babestu-present-zuek
babestu,present,haiek,YES,babestu-present-haiek
batu,future,ni,YES,batu-future-ni
batu,future,zu,YES,batu-future-zu
batu,future,hura,YES,batu-future-hura
batu,future,gu,YES,batu-future-gu
batu,future,zuek,YES,batu-future-zuek
batu,future,haiek,YES,batu-future-haiek
batu,past,ni,YES,batu-past-ni
batu,past,zu,YES,batu-past-zu
batu,past,hura,YES,batu-past-hura
batu,past,gu,YES,batu-past-gu
batu,past,zuek,YES,batu-past-zuek
batu,past,haiek,YES,batu-past-haiek
batu,present,ni,YES,batu-present-ni
batu,present,zu,YES,batu-present-zu
batu,present,hura,YES,batu-present-hura
batu,present,gu,YES,batu-present-gu
batu,present,zuek,YES,batu-present-zuek
batu,present,haiek,YES,batu-present-haiek
behar,future,ni,YES,behar-future-ni
behar,future,zu,YES,behar-future-zu
behar,future,hura,YES,behar-future-hura
behar,future,gu,YES,behar-future-gu
behar,future,zuek,YES,behar-future-zuek
behar,future,haiek,YES,behar-future-haiek
behar,past,ni,NO,behar-past-ni
behar,past,zu,NO,behar-past-zu
behar,past,hura,NO,behar-past-hura
behar,past,gu,NO,behar-past-gu
behar,past,zuek,NO,behar-past-zuek
behar,past,haiek,NO,behar-past-haiek
behar,present,ni,YES,behar-present-ni
behar,present,zu,YES,behar-present-zu
behar,present,hura,YES,behar-present-hura
behar,present,gu,YES,behar-present-gu
behar,present,zuek,YES,behar-present-zuek
behar,present,haiek,YES,behar-present-haiek
bereiztu,future,ni,YES,bereiztu-future-ni
bereiztu,future,zu,YES,bereiztu-future-zu
bereiztu,future,hura,YES,bereiztu-future-hura
bereiztu,future,gu,YES,bereiztu-future-gu
bereiztu,future,zuek,YES,bereiztu-future-zuek
bereiztu,future,haiek,YES,bereiztu-future-haiek
bereiztu,past,ni,YES,bereiztu-past-ni
bereiztu,past,zu,YES,bereiztu-past-zu
bereiztu,past,hura,YES,bereiztu-past-hura
bereiztu,past,gu,YES,bereiztu-past-gu
bereiztu,past,zuek,YES,bereiztu-past-zuek
bereiztu,past,haiek,YES,bereiztu-past-haiek
bereiztu,present,ni,YES,bereiztu-present-ni
bereiztu,present,zu,YES,bereiztu-present-zu
bereiztu,present,hura,YES,bereiztu-present-hura
bereiztu,present,gu,YES,bereiztu-present-gu
bereiztu,present,zuek,YES,bereiztu-present-zuek
bereiztu,present,haiek,YES,bereiztu-present-haiek
bermatu,future,ni,YES,bermatu-future-ni
bermatu,future,zu,YES,bermatu-future-zu
bermatu,future,hura,YES,bermatu-future-hura
bermatu,future,gu,YES,bermatu-future-gu
bermatu,future,zuek,YES,bermatu-future-zuek
bermatu,future,haiek,YES,bermatu-future-haiek
bermatu,past,ni,YES,bermatu-past-ni
bermatu,past,zu,YES,bermatu-past-zu
bermatu,past,hura,YES,bermatu-past-hura
bermatu,past,gu,YES,bermatu-past-gu
bermatu,past,zuek,YES,bermatu-past-zuek
bermatu,past,haiek,YES,bermatu-past-haiek
bermatu,present,ni,YES,bermatu-present-ni
bermatu,present,zu,YES,bermatu-present-zu
bermatu,present,hura,YES,bermatu-present-hura
bermatu,present,gu,YES,bermatu-present-gu
bermatu,present,zuek,YES,bermatu-present-zuek
bermatu,present,haiek,YES,bermatu-present-haiek
bilatu,future,ni,YES,bilatu-future-ni
bilatu,future,zu,YES,bilatu-future-zu
bilatu,future,hura,YES,bilatu-future-hura
bilatu,future,gu,YES,bilatu-future-gu
bilatu,future,zuek,YES,bilatu-future-zuek
bilatu,future,haiek,YES,bilatu-future-haiek
bilatu,futurePlural,ni,YES,bilatu-futurePlural-ni
bilatu,futurePlural,zu,YES,bilatu-futurePlural-zu
bilatu,futurePlural,hura,YES,bilatu-futurePlural-hura
bilatu,futurePlural,gu,YES,bilatu-futurePlural-gu
bilatu,futurePlural,zuek,YES,bilatu-futurePlural-zuek
bilatu,futurePlural,haiek,YES,bilatu-futurePlural-haiek
bilatu,past,ni,YES,bilatu-past-ni
bilatu,past,zu,YES,bilatu-past-zu
bilatu,past,hura,YES,bilatu-past-hura
bilatu,past,gu,YES,bilatu-past-gu
bilatu,past,zuek,YES,bilatu-past-zuek
bilatu,past,haiek,YES,bilatu-past-haiek
bilatu,pastPlural,ni,YES,bilatu-pastPlural-ni
bilatu,pastPlural,zu,YES,bilatu-pastPlural-zu
bilatu,pastPlural,hura,YES,bilatu-pastPlural-hura
bilatu,pastPlural,gu,YES,bilatu-pastPlural-gu
bilatu,pastPlural,zuek,YES,bilatu-pastPlural-zuek
bilatu,pastPlural,haiek,YES,bilatu-pastPlural-haiek
bilatu,present,ni,YES,bilatu-present-ni
bilatu,present,zu,YES,bilatu-present-zu
bilatu,present,hura,YES,bilatu-present-hura
bilatu,present,gu,YES,bilatu-present-gu
bilatu,present,zuek,YES,bilatu-present-zuek
bilatu,present,haiek,YES,bilatu-present-haiek
bilatu,presentPlural,ni,YES,bilatu-presentPlural-ni
bilatu,presentPlural,zu,YES,bilatu-presentPlural-zu
bilatu,presentPlural,hura,YES,bilatu-presentPlural-hura
bilatu,presentPlural,gu,YES,bilatu-presentPlural-gu
bilatu,presentPlural,zuek,YES,bilatu-presentPlural-zuek
bilatu,presentPlural,haiek,YES,bilatu-presentPlural-haiek
bizi-izan,future,ni,YES,bizi-izan-future-ni
bizi-izan,future,zu,YES,bizi-izan-future-zu
bizi-izan,future,hura,YES,bizi-izan-future-hura
bizi-izan,future,gu,YES,bizi-izan-future-gu
bizi-izan,future,zuek,YES,bizi-izan-future-zuek
bizi-izan,future,haiek,YES,bizi-izan-future-haiek
bizi-izan,past,ni,YES,bizi-izan-past-ni
bizi-izan,past,zu,YES,bizi-izan-past-zu
bizi-izan,past,hura,YES,bizi-izan-past-hura
bizi-izan,past,gu,YES,bizi-izan-past-gu
bizi-izan,past,zuek,YES,bizi-izan-past-zuek
bizi-izan,past,haiek,YES,bizi-izan-past-haiek
bizi-izan,present,ni,YES,bizi-izan-present-ni
bizi-izan,present,zu,YES,bizi-izan-present-zu
bizi-izan,present,hura,YES,bizi-izan-present-hura
bizi-izan,present,gu,YES,bizi-izan-present-gu
bizi-izan,present,zuek,YES,bizi-izan-present-zuek
bizi-izan,present,haiek,YES,bizi-izan-present-haiek
borobildu,future,ni,YES,borobildu-future-ni
borobildu,future,zu,YES,borobildu-future-zu
borobildu,future,hura,YES,borobildu-future-hura
borobildu,future,gu,YES,borobildu-future-gu
borobildu,future,zuek,YES,borobildu-future-zuek
borobildu,future,haiek,YES,borobildu-future-haiek
borobildu,past,ni,YES,borobildu-past-ni
borobildu,past,zu,YES,borobildu-past-zu
borobildu,past,hura,YES,borobildu-past-hura
borobildu,past,gu,YES,borobildu-past-gu
borobildu,past,zuek,YES,borobildu-past-zuek
borobildu,past,haiek,YES,borobildu-past-haiek
borobildu,present,ni,YES,borobildu-present-ni
borobildu,present,zu,YES,borobildu-present-zu
borobildu,present,hura,YES,borobildu-present-hura
borobildu,present,gu,YES,borobildu-present-gu
borobildu,present,zuek,YES,borobildu-present-zuek
borobildu,present,haiek,YES,borobildu-present-haiek
bukatu,future,ni,YES,bukatu-future-ni
bukatu,future,zu,YES,bukatu-future-zu
bukatu,future,hura,YES,bukatu-future-hura
bukatu,future,gu,YES,bukatu-future-gu
bukatu,future,zuek,YES,bukatu-future-zuek
bukatu,future,haiek,YES,bukatu-future-haiek
bukatu,past,ni,YES,bukatu-past-ni
bukatu,past,zu,YES,bukatu-past-zu
bukatu,past,hura,YES,bukatu-past-hura
bukatu,past,gu,YES,bukatu-past-gu
bukatu,past,zuek,YES,bukatu-past-zuek
bukatu,past,haiek,YES,bukatu-past-haiek
bukatu,present,ni,YES,bukatu-present-ni
bukatu,present,zu,YES,bukatu-present-zu
bukatu,present,hura,YES,bukatu-present-hura
bukatu,present,gu,YES,bukatu-present-gu
bukatu,present,zuek,YES,bukatu-present-zuek
bukatu,present,haiek,YES,bukatu-present-haiek
bultzatu,future,ni,YES,bultzatu-future-ni
bultzatu,future,zu,YES,bultzatu-future-zu
bultzatu,future,hura,YES,bultzatu-future-hura
bultzatu,future,gu,YES,bultzatu-future-gu
bultzatu,future,zuek,YES,bultzatu-future-zuek
bultzatu,future,haiek,YES,bultzatu-future-haiek
bultzatu,past,ni,YES,bultzatu-past-ni
bultzatu,past,zu,YES,bultzatu-past-zu
bultzatu,past,hura,YES,bultzatu-past-hura
bultzatu,past,gu,YES,bultzatu-past-gu
bultzatu,past,zuek,YES,bultzatu-past-zuek
bultzatu,past,haiek,YES,bultzatu-past-haiek
bultzatu,present,ni,YES,bultzatu-present-ni
bultzatu,present,zu,YES,bultzatu-present-zu
bultzatu,present,hura,YES,bultzatu-present-hura
