Verb,Tense,Person,Covered,Form Key
jarraitu,conditionalByNor,zu,YES,jarraitu-conditionalByNor-zu
jarraitu,conditionalByNor,hura,NO,jarraitu-conditionalByNor-hura
jarraitu,conditionalByNor,gu,YES,jarraitu-conditionalByNor-gu
jarraitu,conditionalByNor,zuek,YES,jarraitu-conditionalByNor-zuek
jarraitu,conditionalByNor,haiek,NO,jarraitu-conditionalByNor-haiek
jarraitu,conditionalPastByNor,ni,YES,jarraitu-conditionalPastByNor-ni
jarraitu,conditionalPastByNor,zu,YES,jarraitu-conditionalPastByNor-zu
jarraitu,conditionalPastByNor,hura,NO,jarraitu-conditionalPastByNor-hura
jarraitu,conditionalPastByNor,gu,YES,jarraitu-conditionalPastByNor-gu
jarraitu,conditionalPastByNor,zuek,YES,jarraitu-conditionalPastByNor-zuek
jarraitu,conditionalPastByNor,haiek,NO,jarraitu-conditionalPastByNor-haiek
jarraitu,imperativeByNor,ni,NO,jarraitu-imperativeByNor-ni
jarraitu,imperativeByNor,zu,YES,jarraitu-imperativeByNor-zu
jarraitu,imperativeByNor,hura,YES,jarraitu-imperativeByNor-hura
jarraitu,imperativeByNor,gu,NO,jarraitu-imperativeByNor-gu
jarraitu,imperativeByNor,zuek,YES,jarraitu-imperativeByNor-zuek
jarraitu,imperativeByNor,haiek,YES,jarraitu-imperativeByNor-haiek
jarraitu,potentialAlegiazkoaByNor,ni,YES,jarraitu-potentialAlegiazkoaByNor-ni
jarraitu,potentialAlegiazkoaByNor,zu,YES,jarraitu-potentialAlegiazkoaByNor-zu
jarraitu,potentialAlegiazkoaByNor,hura,NO,jarraitu-potentialAlegiazkoaByNor-hura
jarraitu,potentialAlegiazkoaByNor,gu,YES,jarraitu-potentialAlegiazkoaByNor-gu
jarraitu,potentialAlegiazkoaByNor,zuek,YES,jarraitu-potentialAlegiazkoaByNor-zuek
jarraitu,potentialAlegiazkoaByNor,haiek,NO,jarraitu-potentialAlegiazkoaByNor-haiek
jarraitu,potentialByNor,ni,YES,jarraitu-potentialByNor-ni
jarraitu,potentialByNor,zu,YES,jarraitu-potentialByNor-zu
jarraitu,potentialByNor,hura,NO,jarraitu-potentialByNor-hura
jarraitu,potentialByNor,gu,YES,jarraitu-potentialByNor-gu
jarraitu,potentialByNor,zuek,YES,jarraitu-potentialByNor-zuek
jarraitu,potentialByNor,haiek,NO,jarraitu-potentialByNor-haiek
jarraitu,potentialLehenaldiaByNor,ni,YES,jarraitu-potentialLehenaldiaByNor-ni
jarraitu,potentialLehenaldiaByNor,zu,YES,jarraitu-potentialLehenaldiaByNor-zu
jarraitu,potentialLehenaldiaByNor,hura,NO,jarraitu-potentialLehenaldiaByNor-hura
jarraitu,potentialLehenaldiaByNor,gu,YES,jarraitu-potentialLehenaldiaByNor-gu
jarraitu,potentialLehenaldiaByNor,zuek,YES,jarraitu-potentialLehenaldiaByNor-zuek
jarraitu,potentialLehenaldiaByNor,haiek,NO,jarraitu-potentialLehenaldiaByNor-haiek
jaso,future,ni,YES,jaso-future-ni
jaso,future,zu,YES,jaso-future-zu
jaso,future,hura,YES,jaso-future-hura
jaso,future,gu,YES,jaso-future-gu
jaso,future,zuek,YES,jaso-future-zuek
jaso,future,haiek,YES,jaso-future-haiek
jaso,past,ni,YES,jaso-past-ni
jaso,past,zu,YES,jaso-past-zu
jaso,past,hura,YES,jaso-past-hura
jaso,past,gu,YES,jaso-past-gu
jaso,past,zuek,YES,jaso-past-zuek
jaso,past,haiek,YES,jaso-past-haiek
jaso,present,ni,YES,jaso-present-ni
jaso,present,zu,YES,jaso-present-zu
jaso,present,hura,YES,jaso-present-hura
jaso,present,gu,YES,jaso-present-gu
jaso,present,zuek,YES,jaso-present-zuek
jaso,present,haiek,YES,jaso-present-haiek
joan,future,ni,YES,joan-future-ni
joan,future,zu,YES,joan-future-zu
joan,future,hura,YES,joan-future-hura
joan,future,gu,YES,joan-future-gu
joan,future,zuek,YES,joan-future-zuek
joan,future,haiek,YES,joan-future-haiek
joan,imperative,hi,YES,joan-imperative-hi
joan,imperative,zu,YES,joan-imperative-zu
joan,imperative,zuek,YES,joan-imperative-zuek
joan,imperfectivePast,ni,YES,joan-imperfectivePast-ni
joan,imperfectivePast,hi,NO,joan-imperfectivePast-hi
joan,imperfectivePast,zu,YES,joan-imperfectivePast-zu
joan,imperfectivePast,hura,YES,joan-imperfectivePast-hura
joan,imperfectivePast,gu,YES,joan-imperfectivePast-gu
joan,imperfectivePast,zuek,YES,joan-imperfectivePast-zuek
joan,imperfectivePast,haiek,YES,joan-imperfectivePast-haiek
joan,past,ni,YES,joan-past-ni
joan,past,hi,YES,joan-past-hi
joan,past,zu,YES,joan-past-zu
joan,past,hura,YES,joan-past-hura
joan,past,gu,YES,joan-past-gu
joan,past,zuek,YES,joan-past-zuek
joan,past,haiek,YES,joan-past-haiek
joan,present,ni,YES,joan-present-ni
joan,present,hi,YES,joan-present-hi
joan,present,zu,YES,joan-present-zu
joan,present,hura,YES,joan-present-hura
joan,present,gu,YES,joan-present-gu
joan,present,zuek,YES,joan-present-zuek
joan,present,haiek,YES,joan-present-haiek
joan,presentPerfect,ni,YES,joan-presentPerfect-ni
joan,presentPerfect,hi,NO,joan-presentPerfect-hi
joan,presentPerfect,zu,YES,joan-presentPerfect-zu
joan,presentPerfect,hura,YES,joan-presentPerfect-hura
joan,presentPerfect,gu,YES,joan-presentPerfect-gu
joan,presentPerfect,zuek,YES,joan-presentPerfect-zuek
joan,presentPerfect,haiek,YES,joan-presentPerfect-haiek
kalte-egin,future,ni,YES,kalte-egin-future-ni
kalte-egin,future,zu,YES,kalte-egin-future-zu
kalte-egin,future,hura,YES,kalte-egin-future-hura
kalte-egin,future,gu,YES,kalte-egin-future-gu
kalte-egin,future,zuek,YES,kalte-egin-future-zuek
kalte-egin,future,haiek,YES,kalte-egin-future-haiek
kalte-egin,past,ni,YES,kalte-egin-past-ni
kalte-egin,past,zu,YES,kalte-egin-past-zu
kalte-egin,past,hura,YES,kalte-egin-past-hura
kalte-egin,past,gu,YES,kalte-egin-past-gu
kalte-egin,past,zuek,YES,kalte-egin-past-zuek
kalte-egin,past,haiek,YES,kalte-egin-past-haiek
kalte-egin,present,ni,YES,kalte-egin-present-ni
kalte-egin,present,zu,YES,kalte-egin-present-zu
kalte-egin,present,hura,YES,kalte-egin-present-hura
kalte-egin,present,gu,YES,kalte-egin-present-gu
kalte-egin,present,zuek,YES,kalte-egin-present-zuek
kalte-egin,present,haiek,YES,kalte-egin-present-haiek
kontuan-hartu,future,ni,YES,kontuan-hartu-future-ni
kontuan-hartu,future,zu,YES,kontuan-hartu-future-zu
kontuan-hartu,future,hura,YES,kontuan-hartu-future-hura
kontuan-hartu,future,gu,YES,kontuan-hartu-future-gu
kontuan-hartu,future,zuek,YES,kontuan-hartu-future-zuek
kontuan-hartu,future,haiek,YES,kontuan-hartu-future-haiek
kontuan-hartu,past,ni,YES,kontuan-hartu-past-ni
kontuan-hartu,past,zu,YES,kontuan-hartu-past-zu
kontuan-hartu,past,hura,YES,kontuan-hartu-past-hura
kontuan-hartu,past,gu,YES,kontuan-hartu-past-gu
kontuan-hartu,past,zuek,YES,kontuan-hartu-past-zuek
kontuan-hartu,past,haiek,YES,kontuan-hartu-past-haiek
kontuan-hartu,present,ni,YES,kontuan-hartu-present-ni
kontuan-hartu,present,zu,YES,kontuan-hartu-present-zu
kontuan-hartu,present,hura,YES,kontuan-hartu-present-hura
kontuan-hartu,present,gu,YES,kontuan-hartu-present-gu
kontuan-hartu,present,zuek,YES,kontuan-hartu-present-zuek
kontuan-hartu,present,haiek,YES,kontuan-hartu-present-haiek
lagundu,future,ni,YES,lagundu-future-ni
lagundu,future,zu,YES,lagundu-future-zu
lagundu,future,hura,YES,lagundu-future-hura
lagundu,future,gu,YES,lagundu-future-gu
lagundu,future,zuek,YES,lagundu-future-zuek
lagundu,future,haiek,YES,lagundu-future-haiek
lagundu,past,ni,YES,lagundu-past-ni
lagundu,past,zu,YES,lagundu-past-zu
lagundu,past,hura,YES,lagundu-past-hura
lagundu,past,gu,YES,lagundu-past-gu
lagundu,past,zuek,YES,lagundu-past-zuek
lagundu,past,haiek,YES,lagundu-past-haiek
lagundu,present,ni,YES,lagundu-present-ni
lagundu,present,zu,YES,lagundu-present-zu
lagundu,present,hura,YES,lagundu-present-hura
lagundu,present,gu,YES,lagundu-present-gu
lagundu,present,zuek,YES,lagundu-present-zuek
lagundu,present,haiek,YES,lagundu-present-haiek
lan-egin,future,ni,YES,lan-egin-future-ni
lan-egin,future,zu,YES,lan-egin-future-zu
lan-egin,future,hura,YES,lan-egin-future-hura
lan-egin,future,gu,YES,lan-egin-future-gu
lan-egin,future,zuek,YES,lan-egin-future-zuek
lan-egin,future,haiek,YES,lan-egin-future-haiek
lan-egin,past,ni,YES,lan-egin-past-ni
lan-egin,past,zu,YES,lan-egin-past-zu
lan-egin,past,hura,YES,lan-egin-past-hura
lan-egin,past,gu,YES,lan-egin-past-gu
lan-egin,past,zuek,YES,lan-egin-past-zuek
lan-egin,past,haiek,YES,lan-egin-past-haiek
lan-egin,present,ni,YES,lan-egin-present-ni
lan-egin,present,zu,YES,lan-egin-present-zu
lan-egin,present,hura,YES,lan-egin-present-hura
lan-egin,present,gu,YES,lan-egin-present-gu
lan-egin,present,zuek,YES,lan-egin-present-zuek
lan-egin,present,haiek,YES,lan-egin-present-haiek
lo-egin,future,ni,YES,lo-egin-future-ni
lo-egin,future,zu,YES,lo-egin-future-zu
lo-egin,future,hura,YES,lo-egin-future-hura
lo-egin,future,gu,YES,lo-egin-future-gu
lo-egin,future,zuek,YES,lo-egin-future-zuek
lo-egin,future,haiek,YES,lo-egin-future-haiek
lo-egin,past,ni,YES,lo-egin-past-ni
lo-egin,past,zu,YES,lo-egin-past-zu
lo-egin,past,hura,YES,lo-egin-past-hura
lo-egin,past,gu,YES,lo-egin-past-gu
lo-egin,past,zuek,YES,lo-egin-past-zuek
lo-egin,past,haiek,YES,lo-egin-past-haiek
lo-egin,present,ni,YES,lo-egin-present-ni
lo-egin,present,zu,YES,lo-egin-present-zu
lo-egin,present,hura,YES,lo-egin-present-hura
lo-egin,present,gu,YES,lo-egin-present-gu
lo-egin,present,zuek,YES,lo-egin-present-zuek
lo-egin,present,haiek,YES,lo-egin-present-haiek
maite,past,ni,NO,maite-past-ni
maite,past,zu,NO,maite-past-zu
maite,past,hura,NO,maite-past-hura
maite,past,gu,NO,maite-past-gu
maite,past,zuek,NO,maite-past-zuek
maite,past,haiek,NO,maite-past-haiek
maite,present,ni,NO,maite-present-ni
maite,present,zu,NO,maite-present-zu
maite,present,hura,NO,maite-present-hura
maite,present,gu,NO,maite-present-gu
maite,present,zuek,NO,maite-present-zuek
maite,present,haiek,NO,maite-present-haiek
mesede-egin,future,ni,YES,mesede-egin-future-ni
mesede-egin,future,zu,YES,mesede-egin-future-zu
mesede-egin,future,hura,YES,mesede-egin-future-hura
mesede-egin,future,gu,YES,mesede-egin-future-gu
mesede-egin,future,zuek,YES,mesede-egin-future-zuek
mesede-egin,future,haiek,YES,mesede-egin-future-haiek
mesede-egin,past,ni,YES,mesede-egin-past-ni
mesede-egin,past,zu,YES,mesede-egin-past-zu
mesede-egin,past,hura,YES,mesede-egin-past-hura
mesede-egin,past,gu,YES,mesede-egin-past-gu
mesede-egin,past,zuek,YES,mesede-egin-past-zuek
mesede-egin,past,haiek,YES,mesede-egin-past-haiek
mesede-egin,present,ni,YES,mesede-egin-present-ni
mesede-egin,present,zu,YES,mesede-egin-present-zu
mesede-egin,present,hura,YES,mesede-egin-present-hura
mesede-egin,present,gu,YES,mesede-egin-present-gu
mesede-egin,present,zuek,YES,mesede-egin-present-zuek
mesede-egin,present,haiek,YES,mesede-egin-present-haiek
nahi,future,ni,YES,nahi-future-ni
nahi,future,zu,YES,nahi-future-zu
nahi,future,hura,YES,nahi-future-hura
nahi,future,gu,NO,nahi-future-gu
nahi,future,zuek,NO,nahi-future-zuek
nahi,future,haiek,NO,nahi-future-haiek
nahi,futurePlural,ni,YES,nahi-futurePlural-ni
nahi,futurePlural,zu,YES,nahi-futurePlural-zu
nahi,futurePlural,hura,YES,nahi-futurePlural-hura
nahi,futurePlural,gu,YES,nahi-futurePlural-gu
nahi,futurePlural,zuek,YES,nahi-futurePlural-zuek
nahi,futurePlural,haiek,YES,nahi-futurePlural-haiek
nahi,present,ni,YES,nahi-present-ni
nahi,present,zu,YES,nahi-present-zu
nahi,present,hura,YES,nahi-present-hura
nahi,present,gu,NO,nahi-present-gu
nahi,present,zuek,NO,nahi-present-zuek
nahi,present,haiek,NO,nahi-present-haiek
nahi,presentPlural,ni,NO,nahi-presentPlural-ni
nahi,presentPlural,zu,NO,nahi-presentPlural-zu
nahi,presentPlural,hura,NO,nahi-presentPlural-hura
nahi,presentPlural,gu,NO,nahi-presentPlural-gu
nahi,presentPlural,zuek,NO,nahi-presentPlural-zuek
nahi,presentPlural,haiek,NO,nahi-presentPlural-haiek
ondorioztatu,future,ni,YES,ondorioztatu-future-ni
ondorioztatu,future,zu,YES,ondorioztatu-future-zu
ondorioztatu,future,hura,YES,ondorioztatu-future-hura
ondorioztatu,future,gu,YES,ondorioztatu-future-gu
ondorioztatu,future,zuek,YES,ondorioztatu-future-zuek
ondorioztatu,future,haiek,YES,ondorioztatu-future-haiek
ondorioztatu,past,ni,YES,ondorioztatu-past-ni
ondorioztatu,past,zu,YES,ondorioztatu-past-zu
ondorioztatu,past,hura,YES,ondorioztatu-past-hura
ondorioztatu,past,gu,YES,ondorioztatu-past-gu
ondorioztatu,past,zuek,YES,ondorioztatu-past-zuek
ondorioztatu,past,haiek,YES,ondorioztatu-past-haiek
ondorioztatu,present,ni,YES,ondorioztatu-present-ni
ondorioztatu,present,zu,YES,ondorioztatu-present-zu
ondorioztatu,present,hura,YES,ondorioztatu-present-hura
ondorioztatu,present,gu,YES,ondorioztatu-present-gu
ondorioztatu,present,zuek,YES,ondorioztatu-present-zuek
ondorioztatu,present,haiek,YES,ondorioztatu-present-haiek
parte-hartu,future,ni,YES,parte-hartu-future-ni
parte-hartu,future,zu,YES,parte-hartu-future-zu
parte-hartu,future,hura,YES,parte-hartu-future-hura
parte-hartu,future,gu,YES,parte-hartu-future-gu
parte-hartu,future,zuek,YES,parte-hartu-future-zuek
parte-hartu,future,haiek,YES,parte-hartu-future-haiek
parte-hartu,past,ni,YES,parte-hartu-past-ni
parte-hartu,past,zu,YES,parte-hartu-past-zu
parte-hartu,past,hura,YES,parte-hartu-past-hura
parte-hartu,past,gu,YES,parte-hartu-past-gu
parte-hartu,past,zuek,YES,parte-hartu-past-zuek
parte-hartu,past,haiek,YES,parte-hartu-past-haiek
parte-hartu,present,ni,YES,parte-hartu-present-ni
parte-hartu,present,zu,YES,parte-hartu-present-zu
parte-hartu,present,hura,YES,parte-hartu-present-hura
parte-hartu,present,gu,YES,parte-hartu-present-gu
parte-hartu,present,zuek,YES,parte-hartu-present-zuek
parte-hartu,present,haiek,YES,parte-hartu-present-haiek
pentsatu,future,ni,YES,pentsatu-future-ni
pentsatu,future,zu,YES,pentsatu-future-zu
pentsatu,future,hura,YES,pentsatu-future-hura
pentsatu,future,gu,YES,pentsatu-future-gu
pentsatu,future,zuek,YES,pentsatu-future-zuek
pentsatu,future,haiek,YES,pentsatu-future-haiek
pentsatu,past,ni,YES,pentsatu-past-ni
pentsatu,past,zu,YES,pentsatu-past-zu
pentsatu,past,hura,YES,pentsatu-past-hura
pentsatu,past,gu,YES,pentsatu-past-gu
pentsatu,past,zuek,YES,pentsatu-past-zuek
pentsatu,past,haiek,YES,pentsatu-past-haiek
pentsatu,present,ni,YES,pentsatu-present-ni
pentsatu,present,zu,YES,pentsatu-present-zu
pentsatu,present,hura,YES,pentsatu-present-hura
pentsatu,present,gu,YES,pentsatu-present-gu
pentsatu,present,zuek,YES,pentsatu-present-zuek
pentsatu,present,haiek,YES,pentsatu-present-haiek
planteatu,future,ni,YES,planteatu-future-ni
planteatu,future,zu,YES,planteatu-future-zu
planteatu,future,hura,YES,planteatu-future-hura
planteatu,future,gu,YES,planteatu-future-gu
planteatu,future,zuek,YES,planteatu-future-zuek
planteatu,future,haiek,YES,planteatu-future-haiek
planteatu,past,ni,YES,planteatu-past-ni
planteatu,past,zu,YES,planteatu-past-zu
planteatu,past,hura,YES,planteatu-past-hura
planteatu,past,gu,YES,planteatu-past-gu
planteatu,past,zuek,YES,planteatu-past-zuek
planteatu,past,haiek,YES,planteatu-past-haiek
planteatu,present,ni,YES,planteatu-present-ni
planteatu,present,zu,YES,planteatu-present-zu
planteatu,present,hura,YES,planteatu-present-hura
planteatu,present,gu,YES,planteatu-present-gu
planteatu,present,zuek,YES,planteatu-present-zuek
planteatu,present,haiek,YES,planteatu-present-haiek
plazaratu,future,ni,YES,plazaratu-future-ni
plazaratu,future,zu,YES,plazaratu-future-zu
plazaratu,future,hura,YES,plazaratu-future-hura
plazaratu,future,gu,YES,plazaratu-future-gu
plazaratu,future,zuek,YES,plazaratu-future-zuek
plazaratu,future,haiek,YES,plazaratu-future-haiek
plazaratu,past,ni,YES,plazaratu-past-ni
plazaratu,past,zu,YES,plazaratu-past-zu
plazaratu,past,hura,YES,plazaratu-past-hura
plazaratu,past,gu,YES,plazaratu-past-gu
plazaratu,past,zuek,YES,plazaratu-past-zuek
plazaratu,past,haiek,YES,plazaratu-past-haiek
plazaratu,present,ni,YES,plazaratu-present-ni
plazaratu,present,zu,YES,plazaratu-present-zu
plazaratu,present,hura,YES,plazaratu-present-hura
plazaratu,present,gu,YES,plazaratu-present-gu
plazaratu,present,zuek,YES,plazaratu-present-zuek
plazaratu,present,haiek,YES,plazaratu-present-haiek
saldu,future,ni,YES,saldu-future-ni
saldu,future,zu,YES,saldu-future-zu
saldu,future,hura,YES,saldu-future-hura
saldu,future,gu,YES,saldu-future-gu
saldu,future,zuek,YES,saldu-future-zuek
saldu,future,haiek,YES,saldu-future-haiek
saldu,futurePlural,ni,YES,saldu-futurePlural-ni
saldu,futurePlural,zu,YES,saldu-futurePlural-zu
saldu,futurePlural,hura,YES,saldu-futurePlural-hura
saldu,futurePlural,gu,YES,saldu-futurePlural-gu
saldu,futurePlural,zuek,YES,saldu-futurePlural-zuek
saldu,futurePlural,haiek,YES,saldu-futurePlural-haiek
saldu,past,ni,YES,saldu-past-ni
saldu,past,zu,YES,saldu-past-zu
saldu,past,hura,YES,saldu-past-hura
saldu,past,gu,YES,saldu-past-gu
saldu,past,zuek,YES,saldu-past-zuek
saldu,past,haiek,YES,saldu-past-haiek
saldu,pastPlural,ni,YES,saldu-pastPlural-ni
saldu,pastPlural,zu,YES,saldu-pastPlural-zu
saldu,pastPlural,hura,YES,saldu-pastPlural-hura
saldu,pastPlural,gu,YES,saldu-pastPlural-gu
saldu,pastPlural,zuek,YES,saldu-pastPlural-zuek
saldu,pastPlural,haiek,YES,saldu-pastPlural-haiek
saldu,present,ni,YES,saldu-present-ni
saldu,present,zu,YES,saldu-present-zu
saldu,present,hura,YES,saldu-present-hura
saldu,present,gu,YES,saldu-present-gu
saldu,present,zuek,YES,saldu-present-zuek
saldu,present,haiek,YES,saldu-present-haiek
saldu,presentPlural,ni,YES,saldu-presentPlural-ni
saldu,presentPlural,zu,YES,saldu-presentPlural-zu
saldu,presentPlural,hura,YES,saldu-presentPlural-hura
saldu,presentPlural,gu,YES,saldu-presentPlural-gu
saldu,presentPlural,zuek,YES,saldu-presentPlural-zuek
saldu,presentPlural,haiek,YES,saldu-presentPlural-haiek
sartu,future,ni,YES,sartu-future-ni
sartu,future,zu,YES,sartu-future-zu
sartu,future,hura,YES,sartu-future-hura
sartu,future,gu,YES,sartu-future-gu
sartu,future,zuek,YES,sartu-future-zuek
sartu,future,haiek,YES,sartu-future-haiek
sartu,past,ni,YES,sartu-past-ni
sartu,past,zu,YES,sartu-past-zu
sartu,past,hura,YES,sartu-past-hura
sartu,past,gu,YES,sartu-past-gu
sartu,past,zuek,YES,sartu-past-zuek
sartu,past,haiek,YES,sartu-past-haiek
sartu,present,ni,YES,sartu-present-ni
sartu,present,zu,YES,sartu-present-zu
sartu,present,hura,YES,sartu-present-hura
sartu,present,gu,YES,sartu-present-gu
sartu,present,zuek,YES,sartu-present-zuek
sartu,present,haiek,YES,sartu-present-haiek
sentitu,future,ni,YES,sentitu-future-ni
sentitu,future,zu,YES,sentitu-future-zu
sentitu,future,hura,YES,sentitu-future-hura
sentitu,future,gu,YES,sentitu-future-gu
sentitu,future,zuek,YES,sentitu-future-zuek
sentitu,future,haiek,YES,sentitu-future-haiek
sentitu,past,ni,YES,sentitu-past-ni
sentitu,past,zu,YES,sentitu-past-zu
sentitu,past,hura,YES,sentitu-past-hura
sentitu,past,gu,YES,sentitu-past-gu
sentitu,past,zuek,YES,sentitu-past-zuek
sentitu,past,haiek,YES,sentitu-past-haiek
sentitu,present,ni,YES,sentitu-present-ni
sentitu,present,zu,YES,sentitu-present-zu
sentitu,present,hura,YES,sentitu-present-hura
sentitu,present,gu,YES,sentitu-present-gu
sentitu,present,zuek,YES,sentitu-present-zuek
sentitu,present,haiek,YES,sentitu-present-haiek
sumatu,future,ni,YES,sumatu-future-ni
sumatu,future,zu,YES,sumatu-future-zu
sumatu,future,hura,YES,sumatu-future-hura
sumatu,future,gu,YES,sumatu-future-gu
sumatu,future,zuek,YES,sumatu-future-zuek
sumatu,future,haiek,YES,sumatu-future-haiek
sumatu,past,ni,YES,sumatu-past-ni
sumatu,past,zu,YES,sumatu-past-zu
sumatu,past,hura,YES,sumatu-past-hura
sumatu,past,gu,YES,sumatu-past-gu
sumatu,past,zuek,YES,sumatu-past-zuek
sumatu,past,haiek,YES,sumatu-past-haiek
sumatu,present,ni,YES,sumatu-present-ni
sumatu,present,zu,YES,sumatu-present-zu
sumatu,present,hura,YES,sumatu-present-hura
sumatu,present,gu,YES,sumatu-present-gu
sumatu,present,zuek,YES,sumatu-present-zuek
sumatu,present,haiek,YES,sumatu-present-haiek
sustatu,future,ni,YES,sustatu-future-ni
sustatu,future,zu,YES,sustatu-future-zu
sustatu,future,hura,YES,sustatu-future-hura
sustatu,future,gu,YES,sustatu-future-gu
sustatu,future,zuek,YES,sustatu-future-zuek
sustatu,future,haiek,YES,sustatu-future-haiek
sustatu,past,ni,YES,sustatu-past-ni
sustatu,past,zu,YES,sustatu-past-zu
sustatu,past,hura,YES,sustatu-past-hura
sustatu,past,gu,YES,sustatu-past-gu
sustatu,past,zuek,YES,sustatu-past-zuek
sustatu,past,haiek,YES,sustatu-past-haiek
sustatu,present,ni,YES,sustatu-present-ni
sustatu,present,zu,YES,sustatu-present-zu
sustatu,present,hura,YES,sustatu-present-hura
sustatu,present,gu,YES,sustatu-present-gu
sustatu,present,zuek,YES,sustatu-present-zuek
sustatu,present,haiek,YES,sustatu-present-haiek
ukan,baldintza,ni,YES,ukan-baldintza-ni
ukan,baldintza,zu,YES,ukan-baldintza-zu
ukan,baldintza,hura,YES,ukan-baldintza-hura
ukan,baldintza,gu,YES,ukan-baldintza-gu
ukan,baldintza,zuek,YES,ukan-baldintza-zuek
ukan,baldintza,haiek,YES,ukan-baldintza-haiek
ukan,baldintzaByObject,ni,YES,ukan-baldintzaByObject-ni
ukan,baldintzaByObject,zu,YES,ukan-baldintzaByObject-zu
ukan,baldintzaByObject,hura,YES,ukan-baldintzaByObject-hura
ukan,baldintzaByObject,gu,YES,ukan-baldintzaByObject-gu
ukan,baldintzaByObject,zuek,YES,ukan-baldintzaByObject-zuek
ukan,baldintzaByObject,haiek,YES,ukan-baldintzaByObject-haiek
ukan,conditional,ni,YES,ukan-conditional-ni
ukan,conditional,zu,YES,ukan-conditional-zu
ukan,conditional,hura,YES,ukan-conditional-hura
ukan,conditional,gu,YES,ukan-conditional-gu
ukan,conditional,zuek,YES,ukan-conditional-zuek
ukan,conditional,haiek,YES,ukan-conditional-haiek
ukan,conditionalByObject,ni,YES,ukan-conditionalByObject-ni
ukan,conditionalByObject,zu,YES,ukan-conditionalByObject-zu
ukan,conditionalByObject,hura,YES,ukan-conditionalByObject-hura
ukan,conditionalByObject,gu,YES,ukan-conditionalByObject-gu
ukan,conditionalByObject,zuek,YES,ukan-conditionalByObject-zuek
ukan,conditionalByObject,haiek,YES,ukan-conditionalByObject-haiek
ukan,conditionalPastByObject,ni,YES,ukan-conditionalPastByObject-ni
ukan,conditionalPastByObject,zu,YES,ukan-conditionalPastByObject-zu
ukan,conditionalPastByObject,hura,YES,ukan-conditionalPastByObject-hura
ukan,conditionalPastByObject,gu,YES,ukan-conditionalPastByObject-gu
ukan,conditionalPastByObject,zuek,YES,ukan-conditionalPastByObject-zuek
ukan,conditionalPastByObject,haiek,YES,ukan-conditionalPastByObject-haiek
ukan,future,ni,YES,ukan-future-ni
ukan,future,zu,YES,ukan-future-zu
ukan,future,hura,YES,ukan-future-hura
ukan,future,gu,YES,ukan-future-gu
ukan,future,zuek,YES,ukan-future-zuek
ukan,future,haiek,YES,ukan-future-haiek
ukan,futurePlural,ni,YES,ukan-futurePlural-ni
ukan,futurePlural,zu,YES,ukan-futurePlural-zu
ukan,futurePlural,hura,YES,ukan-futurePlural-hura
ukan,futurePlural,gu,YES,ukan-futurePlural-gu
ukan,futurePlural,zuek,YES,ukan-futurePlural-zuek
ukan,futurePlural,haiek,YES,ukan-futurePlural-haiek
ukan,imperative,hi-m,YES,ukan-imperative-hi-m
ukan,imperative,hi-f,YES,ukan-imperative-hi-f
ukan,imperative,zu,YES,ukan-imperative-zu
ukan,imperative,hura,YES,ukan-imperative-hura
ukan,imperative,gu,YES,ukan-imperative-gu
ukan,imperative,zuek,YES,ukan-imperative-zuek
ukan,imperative,haiek,YES,ukan-imperative-haiek
ukan,imperativePlural,hi-m,YES,ukan-imperativePlural-hi-m
ukan,imperativePlural,hi-f,YES,ukan-imperativePlural-hi-f
ukan,imperativePlural,zu,YES,ukan-imperativePlural-zu
ukan,imperativePlural,hura,YES,ukan-imperativePlural-hura
ukan,imperativePlural,gu,YES,ukan-imperativePlural-gu
ukan,imperativePlural,zuek,YES,ukan-imperativePlural-zuek
ukan,imperativePlural,haiek,YES,ukan-imperativePlural-haiek
ukan,past,ni,YES,ukan-past-ni
ukan,past,hi,NO,ukan-past-hi
ukan,past,zu,YES,ukan-past-zu
ukan,past,hura,YES,ukan-past-hura
ukan,past,gu,YES,ukan-past-gu
ukan,past,zuek,YES,ukan-past-zuek
ukan,past,haiek,YES,ukan-past-haiek
ukan,pastNoka,hura,YES,ukan-pastNoka-hura
ukan,pastNoka,haiek,YES,ukan-pastNoka-haiek
ukan,pastPlural,ni,YES,ukan-pastPlural-ni
ukan,pastPlural,hi,NO,ukan-pastPlural-hi
ukan,pastPlural,zu,YES,ukan-pastPlural-zu
ukan,pastPlural,hura,YES,ukan-pastPlural-hura
ukan,pastPlural,gu,YES,ukan-pastPlural-gu
ukan,pastPlural,zuek,YES,ukan-pastPlural-zuek
ukan,pastPlural,haiek,YES,ukan-pastPlural-haiek
ukan,pastToka,hura,YES,ukan-pastToka-hura
ukan,pastToka,haiek,YES,ukan-pastToka-haiek
ukan,potential,ni,YES,ukan-potential-ni
ukan,potential,zu,YES,ukan-potential-zu
ukan,potential,hura,YES,ukan-potential-hura
ukan,potential,gu,YES,ukan-potential-gu
ukan,potential,zuek,YES,ukan-potential-zuek
ukan,potential,haiek,YES,ukan-potential-haiek
ukan,potentialAlegiazkoaByObject,ni,YES,ukan-potentialAlegiazkoaByObject-ni
ukan,potentialAlegiazkoaByObject,zu,YES,ukan-potentialAlegiazkoaByObject-zu
ukan,potentialAlegiazkoaByObject,hura,YES,ukan-potentialAlegiazkoaByObject-hura
